handle,text
RichardBSpencer,"What is the overall message of Q to his Boomer adherents? 

Trust the plan . . . keep the faith . . . don't question or rethink anything . . . Trump and Mueller will take it from here . . . Vote for the GOP . . . 

Effectively, Q's message is *passivity*. Keep on keeping on."
RichardBSpencer,"My #QAnon conspiracy conspiracy—which I present as speculation—is that the author actually is a high-level person in the Trump admin or similar org, and he's engaging, quite successfully, in masterful propaganda. (Or I might be wrong and it's all done for the lulz by some troll.)"
RichardBSpencer,"I'm sad to announce that most everything #Qanon says, along with his bigger narrative, is complete gobbledygook. (I, of course, haven't read it all, but what I have looked at is laughable nonsense.)"
RichardBSpencer,"#QAnon has burst into the mainstream media today, so it's time that I reveal to the world my QAnon Conspiracy Conspiracy. 

Get ready to go down the deepest of all rabbit holes and take the reddest of red pills."
RichardBSpencer,Wow totally exposed! Spencer will never recover from saying nice things about Polk on camera
RichardBSpencer,MAKE LIBERALISM GREAT AGAIN!pic.twitter.com/PpWZU0zAoG
RichardBSpencer,pic.twitter.com/jaeHKSLju3
RichardBSpencer,MAKE LIBERALISM GREAT AGAIN!pic.twitter.com/bEvLCfOKtW
RichardBSpencer,E X P O S E D https://twitter.com/jackposobiec/status/1025117288645750785 …
RichardBSpencer,"I don't have any easy answers, and I know the problems inherent to a third part in the American system. That said, I have been convinced that we need our own institutions, which can be immune to this process of wrong think => media and GOPe pushback => apology and resignation."
RichardBSpencer,"Until this process changes, Alt-Righters and nationalists working in the GOP are simply operating as labor for a party that has done nothing to prevent White dispossession—and, indeed, has done quite a bit to perpetuate it. It's not ""pragmatic""; it's the opposite of pragmatism."
RichardBSpencer,"The problem is, whenever someone articulates Alt-Right views of any kind—race realism, identitarian, even rational criticism of Israel—a predictable, Pavlovian process occurs. The media powers and high-level GOP attack the ""wrong think"" and he apologizes and resigns in disgrace."
RichardBSpencer,"The fact is, we already have tons of people in the GOP—including Cecily Wright, who resigned—who resonate with Trumpian nationalism. Most of the grassroots do. So on one level, ""entryism"" is redundant."
RichardBSpencer,"Funny how Conservatives think this is them outing @RichardBSpencer for what he truly is. Just listen/talk to Richard & he'll tell you himself that he disassociates from the Conservative movement, but that does not automatically make him a Liberal, hence the new term 'alt-right.' https://twitter.com/FiredFBIBoss/status/1025097837225406470 …"
RichardBSpencer,"James Allsup did nothing wrong, and I certainly have no moral objection to his entering politics on the local level. But this recent experience reveals the problems with ""entryism"" of the GOP.  @amfirstmedia"
RichardBSpencer,"*systematic replacement of the American People by foreigners*

I sleep.

*San Francisco bans straws*

HAHA WHAT? TALK ABOUT LIBERAL LUNACY! "
RichardBSpencer,WATCH: White nationalist leader Richard Spencer confesses he is a liberal #DeathOfANationpic.twitter.com/N1kn9df9my
RichardBSpencer,"Charles Koch of Koch Brothers, who claims to be giving away millions of dollars to politicians even though I know very few who have seen this (?), now makes the ridiculous statement that what President Trump is doing is unfair to “foreign workers.” He is correct, AMERICA FIRST!"
RichardBSpencer,What a weight off my shoulders! I'm glad to hear that Jeong has learned her lesson and henceforward will express her racial antipathy against white Americans by making editorial decisions about the NYT's coverage rather than rhetorically inappropriate tweets.pic.twitter.com/4M1hzsOxT0
RichardBSpencer,Imagine being so stupid that you disagree with this statement. https://twitter.com/JackPosobiec/status/1025013333202808832 …
RichardBSpencer,"Why is it that @RichardBSpencer won't show up in my Twitter search bar when I type Richard Spencer?  Hmmm.  Even some guy named ""Spencer Richardson"" shows up."
RichardBSpencer,The absolute state of “conservatives.” https://twitter.com/kayajones/status/1024739053327998976 …
RichardBSpencer,Today's News...pic.twitter.com/CcMSCMYeop
RichardBSpencer,"Laura Ingraham lying about not knowing who Richard Spencer is while  
Dinesh D'Souza claims ""The Left"" worked with white nationalists to smear ""The Right"" over Unite the Right just might make #1 on my Trash Segment of the Year list.pic.twitter.com/Yp1jGjbvYp"
RichardBSpencer,"Don't change, Florida. https://twitter.com/RyanANJax/status/1023428715647250433 …"
RichardBSpencer,pic.twitter.com/2f24Lg6f3r
RichardBSpencer,"Trump admin to punish companies that ""discriminate"" against Americans by hiring foreign workers  http://hill.cm/UJEaPCg pic.twitter.com/HOgeMbsBLH"
RichardBSpencer,"Paul Ryan: White identity must be denounced and destroyed.

Paul Ryan, 2 weeks later: Wow, I'm very proud to be Jewish.pic.twitter.com/gVazPbbuXL"
RichardBSpencer,"This new * Eat, Pray, Love* reboot looks lit.pic.twitter.com/148Rc0fGUg"
RichardBSpencer,"Good to hear that #TommyRobinson is free, alive & well. Interested to know his bail conditions. “Do not criticise Islam or state immigration policy or be taken into custody immediately.” I suppose.

Oh wait, that’s already a social condition imposed on every citizen in the UK."
RichardBSpencer,"""They preferred not to know if it worked or not. Quite literally, they preferred not to know.""

That's Ron Hickel, the guy in charge of Canada's Mincome experiment in the 1970s, describing why it was shelved by conservatives and the data never analyzed.

History repeats itself...pic.twitter.com/WI193t9yr7"
RichardBSpencer,"Next time a conservative gives you the ""muh constitution"" argument show him this story.

A constitution is a social construct. 

If the people don't like what's in it it can be tossed in the bin with the rest of the goofy blue laws. https://twitter.com/TOOEdit/status/1024459222933692418 …"
RichardBSpencer,"“Several times Mr. Trump joked that he ‘could have had Tom Brady’ as a son-in-law,” Maggie Haberman and Katie Rogers reported for The Times. “‘Instead,’ the president said, according to five people who heard him, ‘I got Jared Kushner.’”

lmaopic.twitter.com/zxK7RDIKHF"
RichardBSpencer,Future Sportsball franchise in the Ethno-State! https://twitter.com/fredtjoseph/status/1024330451941564416 …
RichardBSpencer,We've got to go back. https://itunes.apple.com/us/album/africa/1388055465?i=1388058245 …
RichardBSpencer,"Refusal To Name The Enemy: Schmittian Political Reality, Conservatism, & The Alt-Right  https://dissidentright.com/2016/08/31/refusal-to-name-the-enemy-carl-schmitt-political-reality-conservatism-and-the-alt-right/ … via @adissidentright"
RichardBSpencer,Fat tourists leave Greek island donkeys CRIPPLED... http://bit.ly/2Ovw51b 
RichardBSpencer,Imagine this headline with any other race instead of white https://twitter.com/nytimes/status/1023262332015783936 …
RichardBSpencer,"Conservatism is dead on arrival. How many under 30 take people like Sessions seriously? Weak on immigration, yet strong on Jesus in the workplace and that evil wacky tobacky. This platform does not appeal to ANY millenials or gen z. The dissident right is the future."
RichardBSpencer,"No wall... Replacement immigration... Antifa run amok... Deplatforming of conservatives on payment platforms and social media...

But thank God, Sally can lead a prayer breakfast in the breakroom of the big box store that employs her at minimum wage.

Sessions is on the case!"
RichardBSpencer,"Whites are being actively discriminated against *as Whites* in hiring and admissions in all sectors of society. 

Boomer cons, of course, focus on this nonsense. https://twitter.com/ABC/status/1023934951920525313 …"
RichardBSpencer,"For the record, I would like to state that all of my many references to Big Foot erotica on Twitter were meant in jest, and I apologize to anyone who was offended."
RichardBSpencer,"Greetings, fellow liberals. https://twitter.com/SmythRadio/status/1024108700594786304 …"
RichardBSpencer,"Even if #WalkAway isn't fake many of these based people are not leaving their ideology behind any more than other ""migrants"" are leaving behind their biases and shitty values. People who want a wall at the border seem to want no barriers to infiltrating their institutions.pic.twitter.com/hXWoNzQfyV"
RichardBSpencer,"From here on out, I'd like to be refered to as ""liberal activist Richard Spencer "" or ""man of the Left Richard Spencer."" https://twitter.com/SmythRadio/status/1024108700594786304 …"
